,entry_id,updated,published,title,authors,summary,comment,journal_ref,doi,primary_category,categories,pdf_url
71,http://arxiv.org/abs/2304.02256v1,2023-04-05 07:14:13+00:00,2023-04-05 07:14:13+00:00,"Extremal trees, unicyclic and bicyclic graphs with respect to $p$-Sombor spectral radii","Ruiling Zheng, Tianlong Ma, Xian'an Jin","For a graph $G=(V,E)$ and $v_{i}\in V$, denote by $d_{v_{i}}$ (or $d_{i}$ for
short) the degree of vertex $v_{i}$. The $p$-Sombor matrix
$\textbf{S}_{\textbf{p}}(G)$ ($p\neq0$) of a graph $G$ is a square matrix,
where the $(i,j)$-entry is equal to $\displaystyle
(d_{i}^{p}+d_{j}^{p})^{\frac{1}{p}}$ if the vertices $v_{i}$ and $v_{j}$ are
adjacent, and 0 otherwise. The $p$-Sombor spectral radius of $G$, denoted by
$\displaystyle \rho(\textbf{S}_{\textbf{p}}(G))$, is the largest eigenvalue of
the $p$-Sombor matrix $\textbf{S}_{\textbf{p}}(G)$. In this paper, we consider
the extremal trees, unicyclic and bicyclic graphs with respect to the
$p$-Sombor spectral radii. We characterize completely the extremal graphs with
the first three maximum Sombor spectral radii, which answers partially a
problem posed by Liu et al. in [MATCH Commun. Math. Comput. Chem. 87 (2022)
59-87].",,,,math.CO,"['math.CO', 'math.SP']",http://arxiv.org/pdf/2304.02256v1
72,http://arxiv.org/abs/2304.02090v1,2023-04-04 19:37:55+00:00,2023-04-04 19:37:55+00:00,Uniform stability of recovering the Sturm-Liouville operators with frozen argument,Maria Kuznetsova,"In the paper, we study the problem of recovering the Sturm--Liouville
operator with frozen argument from its spectrum and additional data. For this
inverse problem, we establish a substantial property of the uniform stability,
which consists in that the potential depends Lipschitz continuously on the
input data.",,,,math.SP,"['math.SP', '34K29, 34A55']",http://arxiv.org/pdf/2304.02090v1
73,http://arxiv.org/abs/2304.00901v1,2023-04-03 11:44:47+00:00,2023-04-03 11:44:47+00:00,Spectral monotonicity of the Hodge Laplacian,Oliver Knill,"If K,G are finite abstract simplicial complexes and K is a subcomplex of G
then the eigenvalues of the Hodge Laplacian of K are smaller or equal than the
eigenvalues of the Hodge Laplacian of G, provided the eigenvalue lists are
padded left.","6 pages, 2 figures",,,math.CO,"['math.CO', 'cs.DM', 'math.SP', '68Rxx 55U10 35Pxx']",http://arxiv.org/pdf/2304.00901v1
74,http://arxiv.org/abs/2304.00554v1,2023-04-02 15:12:16+00:00,2023-04-02 15:12:16+00:00,On the eigenvalues and energy of the $A_α$-matrix of graphs,"Nijara Konch, A. Bharali, S. Pirzada","For a graph $G$, the generalized adjacency matrix $A_\alpha(G)$ is the convex
combination of the diagonal matrix $D(G)$ and the adjacency matrix $A(G)$ and
is defined as $A_\alpha(G)=\alpha D(G)+(1-\alpha) A(G)$ for $0\leq \alpha \leq
1$. This matrix has been found to be useful in merging the spectral theories of
$A(G)$ and the signless Laplacian matrix $Q(G)$ of the graph $G$. The
generalized adjacency energy or $A_\alpha$-energy is the mean deviation of the
$A_\alpha$-eigenvalues of $G$ and is defined as
$E(A_\alpha(G))=\sum_{i=1}^{n}|p_i-\frac{2\alpha m}{n}|$, where $p_i$'s are
$A_\alpha$-eigenvalues of $G$. In this paper, we investigate the
$A_\alpha$-eigenvalues of a strongly regular graph $G$. We observe that
$A_\alpha$-spectral radius $p_1$ satisfies $\delta(G)\leq p_1 \leq \Delta(G)$,
where $\delta(G)$ and $\Delta(G)$ are, respectively, the smallest and the
largest degrees of $G$. Further, we show that the complete graph is the only
graph to have exactly two distinct $A_\alpha$-eigenvalues. We obtain lower and
upper bounds of $A_\alpha$-energy in terms of order, size and extremal degrees
of $G$. We also discuss the extremal cases of these bounds.",,,,math.SP,"['math.SP', 'math.CO', '05C31, 05C50']",http://arxiv.org/pdf/2304.00554v1
75,http://arxiv.org/abs/2303.17950v2,2023-04-19 10:19:42+00:00,2023-03-31 10:28:54+00:00,"Explicit spectral gap for Schottky subgroups of $\mathrm{SL} (2,\mathbb{Z})$","Irving Calderón, Michael Magee","Let $\Gamma$ be a Schottky subgroup of $\mathrm{SL} (2,\mathbb{Z})$. We
establish a uniform and explicit lower bound of the second eigenvalue of the
Laplace-Beltrami operator of congruence coverings of the hyperbolic surface
$\Gamma \backslash \mathbb{H}^2$ provided the limit set of $\Gamma$ is thick
enough.","31 pages In this version we do minor changes to the introduction and
  correct several typos",,,math.SP,"['math.SP', 'math.DG', 'math.NT', '58J50 (Primary) 11N36 (Secondary)']",http://arxiv.org/pdf/2303.17950v2
76,http://arxiv.org/abs/2303.17319v1,2023-03-30 12:16:49+00:00,2023-03-30 12:16:49+00:00,Semi-classical spectral asymptotics of Toeplitz operators on CR manifolds,"Hendrik Herrmann, Chin-Yu Hsiao, George Marinescu, Wei-Chuan Shen","Let $X$ be a compact strictly pseudoconvex embeddable CR manifold and let
$T_P$ be the Toeplitz operator on $X$ associated with some first order
pseudodifferential operator $P$. We consider $\chi_k(T_P)$ the functional
calculus of $T_P$ by any rescaled cut-off function $\chi$ with compact support
in the positive real line. In this work, we show that $\chi_k(T_P)$ admits a
full asymptotic expansion as $k\to+\infty$. As applications, we obtain several
CR analogous of results concerning high power of line bundles in complex
geometry but without any group action assumptions on the CR manifold. In
particular, we establish a Kodaira type embedding theorem, Tian's convergence
theorem and a perturbed spherical embedding theorem for strictly pseudoconvex
CR manifolds.",51 pages,,,math.CV,"['math.CV', 'math.AP', 'math.DG', 'math.SP']",http://arxiv.org/pdf/2303.17319v1
77,http://arxiv.org/abs/2303.15345v1,2023-03-27 15:57:03+00:00,2023-03-27 15:57:03+00:00,Spectrum of the Laplacian with mixed boundary conditions in a chamfered quarter of layer,"Lucas Chesnel, Sergei A. Nazarov, Jari Taskinen","We investigate the spectrum of a Laplace operator with mixed boundary
conditions in an unbounded chamfered quarter of layer. The geometry depends on
two parameters gathered in some vector $\kappa=(\kappa_1,\kappa_2)$ which
characterizes the domain at the edges. We identify the essential spectrum and
establish different results concerning the discrete spectrum with respect to
$\kappa$. In particular, we show that for a given $\kappa_1>0$, there is some
$h(\kappa_1)>0$ such that discrete spectrum exists for
$\kappa_2\in(-\kappa_1,0)\cup(h(\kappa_1),\kappa_1)$ whereas it is empty for
$\kappa_2\in[0;h(\kappa_1)]$. The proofs rely on classical arguments of
spectral theory such as the max-min principle. The main originality lies rather
in the delicate use of the features of the geometry.",,,,math.SP,"['math.SP', 'math.AP']",http://arxiv.org/pdf/2303.15345v1
78,http://arxiv.org/abs/2303.13847v1,2023-03-24 07:50:45+00:00,2023-03-24 07:50:45+00:00,Robust Eigenvectors of Regular Simplex Tensors: Conjecture Proof,"Lei Wang, Xiurui Geng, Lei Zhang","The concept of tensor eigenpairs has received more researches in past
decades. Recent works have paid attentions to a special class of symmetric
tensors termed regular simplex tensors, which is constructed by equiangular
tight frame of n + 1 vectors in n-dimensional space, and the robustness of
eigenpairs was investigated. In the end of the literature, a conjecture was
claimed that the robust eigenvectors of a regular simplex tensor are precisely
the vectors in the frame. One later work theoretically proved that the case of
n = 2 was true. In this paper, we proceed further and complete the proof for
the above conjecture. Some promising directions are discussed in the end for
future works.",arXiv admin note: text overlap with arXiv:2303.00274,,,math.SP,"['math.SP', '15A69, 90C26']",http://arxiv.org/pdf/2303.13847v1
79,http://arxiv.org/abs/2303.13124v1,2023-03-23 09:25:21+00:00,2023-03-23 09:25:21+00:00,Inverse spectral problem for the third-order differential equation,Natalia P. Bondarenko,"This paper is concerned with the inverse spectral problem for the third-order
differential equation with distribution coefficient. The inverse problem
consists in the recovery of the differential expression coefficients from the
spectral data of two boundary value problems with separated boundary
conditions. For this inverse problem, we solve the most fundamental question of
the inverse spectral theory about the necessary and sufficient conditions of
solvability. In addition, we prove the local solvability and stability of the
inverse problem. Furthermore, we obtain very simple sufficient conditions of
solvability in the self-adjoint case. The main results are proved by a
constructive method that reduces the nonlinear inverse problem to a linear
equation in the Banach space of bounded infinite sequences. In the future, our
results can be generalized to various classes of higher-order differential
operators with integrable or distribution coefficients.",,,,math.SP,"['math.SP', '34A55 34B09 34B05 34E05 46F10']",http://arxiv.org/pdf/2303.13124v1
80,http://arxiv.org/abs/2303.12852v1,2023-03-22 18:21:56+00:00,2023-03-22 18:21:56+00:00,Kellogg's eigenvalue inequality for $P$ and $P_0$ matrices,"Devon N. Munger, Pietro Paparella","In this work, the converse of the Cowling-Thron-Obrechkoff theorem is
established. In addition to its obvious theoretical interest, the result fills
a gap in the proof of Kellogg's celebrated eigenvalue inequality for matrices
whose principal minors are positive or nonnegative.",,,,math.RA,"['math.RA', 'math.SP', '15A42, 26C10']",http://arxiv.org/pdf/2303.12852v1
81,http://arxiv.org/abs/2303.12389v1,2023-03-22 08:53:14+00:00,2023-03-22 08:53:14+00:00,Numerical optimization of Neumann eigenvalues of domains in the sphere,Eloi Martinet,"This paper deals with the numerical optimization of the first three
eigenvalues of the Laplace-Beltrami operator of domain in the Euclidean sphere
in $\mathbb{R}^3$ with Neumann boundary conditions. We address two approaches :
the first one is a generalization of the initial problem leading to a density
method and the other one is a shape optimization procedure via the level-set
method. The original goal of those method was to investigate the conjecture
according to which the geodesic ball were optimal for the first non-trivial
eigenvalue under certain conditions. These computations give some strong
insight on the optimal shapes of those eigenvalue problems and show a rich
variety of shapes regarding the proportion of the surface area of the sphere
occupied by the domain. In a last part, the same algorithms are used to carry
the same survey on a torus.",,,,math.AP,"['math.AP', 'math.OC', 'math.SP']",http://arxiv.org/pdf/2303.12389v1
82,http://arxiv.org/abs/2303.12288v1,2023-03-22 03:29:10+00:00,2023-03-22 03:29:10+00:00,Determining coefficients of thermoelastic system from boundary information,Xiaoming Tan,"Given a compact Riemannian manifold $(M,g)$ with smooth boundary $\partial
M$, we give an explicit expression for full symbol of the thermoelastic
Dirichlet-to-Neumann map $\Lambda_g$ with variable coefficients
$\lambda,\mu,\alpha,\beta \in C^{\infty}(\bar{M})$. We prove that $\Lambda_g$
uniquely determines partial derivatives of all orders of the coefficients on
the boundary. Moreover, for a nonempty open subset $\Gamma\subset\partial M$,
suppose that the manifold and the coefficients are real analytic up to
$\Gamma$, we show that $\Lambda_g$ uniquely determines the coefficients on the
whole manifold $\bar{M}$.","18 pages. arXiv admin note: substantial text overlap with
  arXiv:2211.06650",,,math.AP,"['math.AP', 'math-ph', 'math.DG', 'math.MP', 'math.SP', '35R30, 74F05, 74E05, 58J32, 58J40']",http://arxiv.org/pdf/2303.12288v1
83,http://arxiv.org/abs/2303.12051v1,2023-03-21 17:43:26+00:00,2023-03-21 17:43:26+00:00,A Novel and Optimal Spectral Method for Permutation Synchronization,"Duc Nguyen, Anderson Ye Zhang","Permutation synchronization is an important problem in computer science that
constitutes the key step of many computer vision tasks. The goal is to recover
$n$ latent permutations from their noisy and incomplete pairwise measurements.
In recent years, spectral methods have gained increasing popularity thanks to
their simplicity and computational efficiency. Spectral methods utilize the
leading eigenspace $U$ of the data matrix and its block submatrices
$U_1,U_2,\ldots, U_n$ to recover the permutations. In this paper, we propose a
novel and statistically optimal spectral algorithm. Unlike the existing methods
which use $\{U_jU_1^\top\}_{j\geq 2}$, ours constructs an anchor matrix $M$ by
aggregating useful information from all the block submatrices and estimates the
latent permutations through $\{U_jM^\top\}_{j\geq 1}$. This modification
overcomes a crucial limitation of the existing methods caused by the repetitive
use of $U_1$ and leads to an improved numerical performance. To establish the
optimality of the proposed method, we carry out a fine-grained spectral
analysis and obtain a sharp exponential error bound that matches the minimax
rate.",,,,math.ST,"['math.ST', 'cs.CV', 'cs.IT', 'math.IT', 'math.SP', 'stat.TH']",http://arxiv.org/pdf/2303.12051v1
84,http://arxiv.org/abs/2303.10491v1,2023-03-18 20:08:56+00:00,2023-03-18 20:08:56+00:00,Two-fermion lattice Hamiltonian with first and second nearest-neighboring-site interactions,"Saidakhmat N. Lakaev, Alexander K. Motovilov, Saidakbar Kh. Abdukhakimov","We study the Schroedinger operators H_{\lambda\mu}(K), with K \in T_2 the
fixed quasi-momentum of the particles pair, associated with a system of two
identical fermions on the two-dimensional lattice Z_2 with first and second
nearest-neighboring-site interactions of magnitudes \lambda \in R and \mu \in
R, respectively. We establish a partition of the (\lambda,\mu)-plane so that in
each its connected component, the Schroedinger operator H_{\lambda\mu}(0) has a
definite (fixed) number of eigenvalues, which are situated below the bottom of
the essential spectrum and above its top. Moreover, we establish a sharp lower
bound for the number of isolated eigenvalues of H_{\lambda\mu}(K) in each
connected component.","23 pages, 3 figures",,,math-ph,"['math-ph', 'math.MP', 'math.SP', 'quant-ph']",http://arxiv.org/pdf/2303.10491v1
85,http://arxiv.org/abs/2303.10004v1,2023-03-17 14:26:15+00:00,2023-03-17 14:26:15+00:00,Special values of spectral zeta functions and combinatorics: Sturm-Liouville problems,"Bing Xie, Yigeng Zhao, Yongqiang Zhao","In this paper, we study the special values of spectral zeta functions of
Sturm-Liouville differential operators. Using Mercer's Theorem, we find these
values are represented by multiple integrals of Green functions. The
calculation of the integrals involves an interesting combinatorial problem on
counting permutations with fixed peak and valley sets. As an application, we
give a new explicit formula for Bernoulli numbers.",,,,math.CO,"['math.CO', 'math.NT', 'math.SP', 'Primary 11M06, Secondary 05A05, 34B24']",http://arxiv.org/pdf/2303.10004v1
86,http://arxiv.org/abs/2303.09739v1,2023-03-17 02:41:42+00:00,2023-03-17 02:41:42+00:00,New results about the Inverse Eigenvalue Problem of a Graph,"Roberto C. Díaz, Ana I. Julio","All graphs considered are simple and undirected. The Inverse Eigenvalue
Problem of a Graph $G$ (IEP-G) aims to find all possible spectra for matrices
whose $(i,j)-$entry, for $i\neq j$, is nonzero precisely when $i$ is adjacent
to $j$. A cluster in a graph $G$ is a pair of vertex subsets $(C, S)$, where
$C$ is a maximal set of cardinality $\vert C\vert\geq 2$ of independent
vertices sharing the same set $S$ of $\vert S\vert$ neighbors. Let $G$ be a
connected graph on $n$ vertices with a cluster $(C, S)$ and $H$ be a graph of
order $\vert C\vert$. Let $G(H)$ be the connected graph obtained from $G$ and
$H$ when the edges of $H$ are added to the edges of $G$ by identifying the
vertices of $H$ with the vertices in $C$. In this paper, we construct a
symmetric matrix with associated complete graph, which satisfies some
interesting properties. This result is applied to obtain new sufficient
conditions on the IEP-G, when $G$ is a graph of order $n$ having a clique of
order $k$ and a cluster $(C,S)$, where $\vert C\vert=n-k$ and $\vert
S\vert=r\leq k$, as well as, for the graph $G(K_{n-k})$, being $G$ as before.
In particular, when $G$ is a graph obtained from $K_{n}$ by deleting a single
edge $e_{k}\in E(K_{n})$, we establish a necessary and sufficient condition on
the IEP-G. Several illustrative example are given. The constructive nature of
our results generate algorithmic procedures that always allow one to compute a
solution matrix.","17 pages, 6 figures",,,math.CO,"['math.CO', 'math.SP', '05C50, 05C76, 15A18, 15B57, 65F18']",http://arxiv.org/pdf/2303.09739v1
87,http://arxiv.org/abs/2303.09640v1,2023-03-16 20:40:40+00:00,2023-03-16 20:40:40+00:00,Semiclassical measures of eigenfunctions of the hydrogen atom,Nicholas Lohr,"The main result of this article characterizes the set of semiclassical
measures corresponding to sequences of eigenfunctions of the hydrogen atom. In
particular, any Radon probability measure on the fixed negative energy surface
$\Sigma_E$ that is invariant under the Hamiltonian flow is a semiclassical
measure of a sequence of eigenfunctions of hydrogen. We first prove that there
is a sequence of eigenfunctions, called hydrogen coherent states, that converge
to a delta measure concentrating on any given geodesic $\gamma$ on $\Sigma_E$,
and we finish using a density argument in the weak-* topology.",15 pages,,,math.AP,"['math.AP', 'math-ph', 'math.MP', 'math.SP']",http://arxiv.org/pdf/2303.09640v1
88,http://arxiv.org/abs/2303.09309v1,2023-03-16 13:35:00+00:00,2023-03-16 13:35:00+00:00,On the Bounds of Symplectic Spectrum,"V. B. Kiran Kumar, Anmary Tonny","In 2018, B. V. Rajarama Bhat and T. C. John developed the Williamson's Normal
form for strictly positive invertible operators on infinite-dimensional
separable real Hilbert spaces and defined symplectic spectrum for these
operators. Recently an interlacing relation between the eigenvalues and
symplectic eigenvalues for operators with countable spectrum was formulated. We
consider two different classes of operators and determine the bounds for the
symplectic spectrum using the bounds of the spectrum for some special class of
operators. We also compute their symplectic spectrum and Williamson's Normal
form. In the course, we define the symplectic equivalence of two operators and
show that symplectically equivalent operators will have the same symplectic
spectrum. Finally, we illustrate an example of the truncation method using the
algorithm we developed.",,,,math.SP,['math.SP'],http://arxiv.org/pdf/2303.09309v1
89,http://arxiv.org/abs/2303.08703v1,2023-03-15 15:38:36+00:00,2023-03-15 15:38:36+00:00,On the differential operators of odd order with PT-symmetric periodic matrix coefficients,O. A. Veliev,"In this paper we investigate the spectrum of the differential operators
generated by the ordinary differential expression of odd order with
PT-symmertic periodic matrix coefficients",,,,math.SP,['math.SP'],http://arxiv.org/pdf/2303.08703v1
90,http://arxiv.org/abs/2303.08675v3,2023-04-12 14:38:54+00:00,2023-03-15 14:58:46+00:00,Completeness of trajectories associated to Appell hypergeometric functions,Lyonell Boulton,"We examine the linear completeness of trajectories of eigenfunctions
associated to non-linear eigenvalue problems, subject to Dirichlet boundary
conditions on a segment. We pursue two specific goals. On the one hand, we
establish that linear completeness persists for the non-linear Schr\""odinger
equation, even when the trajectories lie far from those of the linear equation
where bifurcations occur. On the other hand, we show that this is also the case
for a fully non-linear version of this equation which is naturally associated
with Appell hypergeometric functions. Both models shed new light on a framework
for completeness in the non-linear setting, considered by L.E. Fraenkel over 40
years ago, that may have significant potential but which does not seem to have
received much attention.","16 pages, 1 figure",,,math.SP,"['math.SP', 'math.CA', '34L10, 34C25, 34B15']",http://arxiv.org/pdf/2303.08675v3
91,http://arxiv.org/abs/2303.08417v2,2023-04-20 03:13:58+00:00,2023-03-15 07:36:44+00:00,"Sharp lower bound on the ""number of nodal decomposition"" of graphs","Hiranya Kishore Dey, Soumyajit Saha","Urschel introduced a notion of nodal partitioning to prove an upper bound on
the number of nodal decomposition of discrete Laplacian eigenvectors. The
result is an analogue to the well-known Courant's nodal domain theorem on
continuous Laplacian. In this article, using the same notion of partitioning,
we discuss the lower bound (or lack thereof) on the number of nodal
decomposition of eigenvectors in the class of all graphs with a fixed number of
vertices (however large). This can be treated as a discrete analogue to the
results of Stern and Lewy in the continuous Laplacian case.",Comments are most welcome!,,,math.CO,"['math.CO', 'math.SP', '05C50']",http://arxiv.org/pdf/2303.08417v2
92,http://arxiv.org/abs/2304.06468v1,2023-03-14 20:33:34+00:00,2023-03-14 20:33:34+00:00,$p$-Laplacian Operators on Hypergraphs,Ariane Fazeny,"This thesis generalizes the differential operators on standard oriented
graphs and oriented hypergraphs introduced in 10.1137/15M1022793 and
arXiv:2007.00325. The extended concepts of gradients, adjoints and
$p$-Laplacians for vertices and (hyper)arcs include novel parametrization
possibilities, while simultaneously fulfilling expected properties of the
continuum setting, which are not granted by current definitions.","Master's thesis, 132 pages 0 figures",,,math.CO,"['math.CO', 'math.SP', '05C65, 35R02 (Primary) 35J05, 47B02 (Secondary)']",http://arxiv.org/pdf/2304.06468v1
93,http://arxiv.org/abs/2303.08094v1,2023-03-14 17:33:08+00:00,2023-03-14 17:33:08+00:00,On Pleijel's nodal domain theorem for the Robin problem,"Asma Hassannezhad, David Sher","We prove an improved Pleijel nodal domain theorem for the Robin eigenvalue
problem. In particular we remove the restriction, imposed in previous work,
that the Robin parameter be non-negative. We also improve the upper bound in
the statement of the Pleijel theorem. In the particular example of a Euclidean
ball, we calculate the explicit value of the Pleijel constant for a generic
constant Robin parameter and we show that it is equal to the Pleijel constant
for the Dirichlet Laplacian on a Euclidean ball.",17 pages,,,math.AP,"['math.AP', 'math.SP', '35P15, 58J50']",http://arxiv.org/pdf/2303.08094v1
94,http://arxiv.org/abs/2303.06971v1,2023-03-13 10:13:11+00:00,2023-03-13 10:13:11+00:00,Exit time and principal eigenvalue of non-reversible elliptic diffusions,"Dorian Le Peutrec, Laurent Michel, Boris Nectoux","In this work, we analyse the metastability of non-reversible diffusion
processes $$dX_t=\boldsymbol{b}(X_t)dt+\sqrt h\,dB_t$$ on a bounded domain
$\Omega$ when $\mathbf{b}$ admits the decomposition $\mathbf{b}=-(\nabla
f+\mathbf{\ell})$ and $\nabla f \cdot \mathbf{\ell}=0$. In this setting, we
first show that, when $h\to 0$, the principal eigenvalue of the generator of
$(X_t)_{t\ge 0}$ with Dirichlet boundary conditions on the boundary
$\partial\Omega$ of $\Omega$ is exponentially close to the inverse of the mean
exit time from $\Omega$, uniformly in the initial conditions $X_0=x$ within the
compacts of $\Omega$. The asymptotic behavior of the law of the exit time in
this limit is also obtained. The main novelty of these first results follows
from the consideration of non-reversible elliptic diffusions whose associated
dynamical systems $\dot X=\mathbf{b}(X)$ admit equilibrium points on
$\partial\Omega$. In a second time, when in addition $\div \mathbf{\ell} =0$,
we derive a new sharp asymptotic equivalent in the limit $h\to 0$ of the
principal eigenvalue of the generator of the process and of its mean exit time
from $\Omega$. Our proofs combine tools from large deviations theory and from
semiclassical analysis, and truly relies on the notion of quasi-stationary
distribution.",,,,math.PR,"['math.PR', 'math.SP']",http://arxiv.org/pdf/2303.06971v1
95,http://arxiv.org/abs/2303.06772v1,2023-03-12 23:15:42+00:00,2023-03-12 23:15:42+00:00,Matrices whose field of values is inscribed in a polygon,"Matthew J. Fyfe, Yesenia Hernandez, Pietro Paparella, Malini Rajbhandari","In this work, it is shown that if $A$ is an $n$-by-$n$ convexoid matrix
(i.e., its field of values coincides with the convex hull of its eigenvalues),
then the field of any $(n-1)$-by-$(n-1)$ principal submatrix of $A$ is
inscribed in the field of $A$, i.e., the field is tangent to every side of the
polygon corresponding to the boundary of the field of $A$. This result
generalizes a special case established by Johnson and Paparella [Amer. Math.
Monthly 127 (2020), no. 1,45-53].",,,,math.RA,"['math.RA', 'math.SP', '15A60']",http://arxiv.org/pdf/2303.06772v1
96,http://arxiv.org/abs/2303.06443v1,2023-03-11 16:45:30+00:00,2023-03-11 16:45:30+00:00,Control estimates for 0th order pseudodifferential operators,"Hans Christianson, Jian Wang, Ruoyu P. T. Wang","We introduce the control conditions for 0th order pseudodifferential
operators $\mathbf P$ whose real parts satisfy the Morse--Smale dynamical
condition. We obtain microlocal control estimates under the control conditions.
As a result, we show that there are no singular profiles in the solution to the
evolution equation $(i\partial_t-\mathbf P)u=f$ when $\mathbf P$ has a damping
term that satisfies the control condition and $f\in C^{\infty}$. This is
motivated by the study of a microlocal model for the damped internal waves.",,,,math.AP,"['math.AP', 'math-ph', 'math.MP', 'math.SP', '35S99']",http://arxiv.org/pdf/2303.06443v1
97,http://arxiv.org/abs/2303.06104v1,2023-03-10 17:41:57+00:00,2023-03-10 17:41:57+00:00,Weighted CLR type bounds in two dimensions,"Rupert L. Frank, Ari Laptev, Larry Read","We derive weighted versions of the Cwikel-Lieb-Rozenblum inequality for the
Schr\""odinger operator in two dimensions with a nontrivial Aharonov-Bohm
magnetic field. Our bounds capture the optimal dependence on the flux and we
identify a class of long-range potentials that saturate our bounds in the
strong coupling limit. We also extend our analysis to the two-dimensional
Schr\""odinger operator acting on antisymmetric functions and obtain similar
results.",16 pages,,,math-ph,"['math-ph', 'math.MP', 'math.SP']",http://arxiv.org/pdf/2303.06104v1
98,http://arxiv.org/abs/2303.06096v1,2023-03-10 17:25:44+00:00,2023-03-10 17:25:44+00:00,Tunneling for the $\overline{\partial}$-operator,"Johannes Sjöstrand, Martin Vogel","We study the small singular values of the $2$-dimensional semiclassical
differential operator $P = 2\,\mathrm{e}^{-\phi/h}\circ hD_{\overline{z}}\circ
\mathrm{e}^{\phi/h}$ on $S^1+iS^1$ and on $S^1+i\mathbb{R}$ where $\phi$ is
given by $\sin y$ and by $y^3/3$, respectively. The key feature of this model
is the fact that we can pinpoint precisely where in phase space the Poisson
bracket $\{p,\overline{p}\}=0$, where $p$ is the semiclassical symbol of $P$.
  We give a precise asymptotic description of the exponentially small singular
values of $P$ by studying the tunneling effects of an associated Witten
complex. We use these asymptotics to determine a Weyl law for the exponentially
small singular values of $P$.",24 pages,,,math.SP,['math.SP'],http://arxiv.org/pdf/2303.06096v1
99,http://arxiv.org/abs/2303.06014v1,2023-03-10 16:17:48+00:00,2023-03-10 16:17:48+00:00,Spectrum of p-adic linear differential equations II: Variation of the spectrum,Tinhinane A. Azzouz,"The first aim of this paper is to generalize the results of arXiv:2111.03548
to the case of quasi-smooth curves, which consist on providing the link between
the spectrum and the radii of convergence. In order to do that, we study the
continuity and the variation of the spectrum of a differential equation, and
prove that it can be controlled by the controlling graph of the radii of
convergence. Besides, using the shape of the spectrum, we prove that by
approximating a connection we approximate the radii of converge. All this lead
to a decomposition theorem with respect to the spectrum, for differential
equations defined over a quasi-smooth curve. Moreover, this decomposition is
finer than the one provided by the radii of convergence.",33 pages. The comments are welcome!,,,math.NT,"['math.NT', 'math.SP', 'Primary 12H25, Secondary 14G22, 11F72']",http://arxiv.org/pdf/2303.06014v1
100,http://arxiv.org/abs/2303.05980v1,2023-03-10 15:24:26+00:00,2023-03-10 15:24:26+00:00,Density of states for the Anderson model on nested fractals,"Hubert Balsam, Kamil Kaleta, Mariusz Olszewski, Katarzyna Pietruska-Pałuba","We prove the existence and establish the Lifschitz singularity of the
integrated density of states for certain random Hamiltonians
$H^\omega=H_0+V^\omega$ on fractal spaces of infinite diameter. The kinetic
term $H_0$ is given by $\phi(-\mathcal L),$ where $\mathcal L$ is the Laplacian
on the fractal and $\phi$ is a completely monotone function satisfying some
mild regularity conditions. The random potential $V^\omega$ is of alloy-type.","43 pages, 1 fugure",,,math.SP,"['math.SP', 'math-ph', 'math.FA', 'math.MP', 'math.PR', 'Primary: 82B44, 28A80, 60K37, Secondary: 47D08, 60J45, 60J57']",http://arxiv.org/pdf/2303.05980v1
101,http://arxiv.org/abs/2303.05814v1,2023-03-10 09:42:40+00:00,2023-03-10 09:42:40+00:00,Spectrum of the Dirac operator in shrinking tubes,Nour Kerraoui,"In this paper we investigate the spectrum of the Dirac operator posed in a
tubular neighborhood of a planar loop with infinite mass boundary conditions.
We show that when thewidth of the tubular neighborhood goes to zero the
asymptotic expansion of the eigenvalues isdriven by a one dimensional operator
of geometric nature involving the curvature of the loop.",,,,math.SP,['math.SP'],http://arxiv.org/pdf/2303.05814v1
102,http://arxiv.org/abs/2303.05693v1,2023-03-10 03:53:24+00:00,2023-03-10 03:53:24+00:00,On spectra of Hermitian Randic matrix of second kind,"A Bharali, B Bhattacharjya, S Borah, I J Gogoi","We propose the Hermitian Randi\'c matrix $R^\omega(X)=(R^\omega_{ij})$, where
$\omega=\frac{1+i \sqrt{3}}{2}$ and $R^\omega_{ij}={1}/{\sqrt{d_id_j}}$ if
$v_iv_j$ is an unoriented edge, ${\omega}/{\sqrt{d_id_j}}$ if $v_i\rightarrow
v_j$, ${\overline{\omega}}/{\sqrt{d_id_j}}$ if $v_i\leftarrow v_j$, and 0
otherwise. This appears to be more natural because of
$\omega+\overline{\omega}=1$ and $|\omega|=1$. In this paper, we investigate
some features of this novel Hermitian matrix and study a few properties like
positiveness, bipartiteness, edge-interlacing etc. We also compute the
characteristic polynomial for this new matrix and obtain some upper and lower
bounds for the eigenvalues and the energy of this matrix.",,,,math.SP,"['math.SP', '05C50, 05C09, 05C31']",http://arxiv.org/pdf/2303.05693v1
